project,layer,target,pvalue,classification_type,weighted,minmax,dge_filtering,accuracy,f1_score,recall,precision,auc,auc_ovo,auc_ovr,f1_score_micro,recall_micro,precision_micro,f1_score_weighted,recall_weighted,precision_weighted
TCGA-KIRC,protein,vital_status,0.0001,edge,True,,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.7723655913978493,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,edge,True,0-1,,0.7202797202797203,0.6363636363636364,0.7,0.5833333333333334,0.7755913978494624,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,edge,True,0.3-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.7748387096774192,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,edge,True,0.5-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.7718279569892473,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,edge,True,0.8-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.7735483870967742,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,edge,False,,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.7724731182795699,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,edge,False,0-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.7724731182795699,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,edge,False,0.3-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.7724731182795699,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,edge,False,0.5-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.7724731182795699,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,edge,False,0.8-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.7724731182795699,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,both,True,,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.7732258064516129,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,both,True,0-1,,0.7202797202797203,0.6363636363636364,0.7,0.5833333333333334,0.7759139784946236,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,both,True,0.3-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.7748387096774193,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,both,True,0.5-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.77247311827957,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,both,True,0.8-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.7732258064516129,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,both,False,,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.772258064516129,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,both,False,0-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.772258064516129,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,both,False,0.3-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.772258064516129,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,both,False,0.5-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.772258064516129,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,both,False,0.8-1,,0.7132867132867133,0.6238532110091743,0.68,0.576271186440678,0.772258064516129,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,node,True,,,0.7552447552447552,0.5977011494252874,0.52,0.7027027027027027,0.7556989247311828,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,node,True,0-1,,0.7342657342657343,0.5777777777777777,0.52,0.65,0.7660215053763441,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,node,True,0.3-1,,0.7412587412587412,0.5842696629213483,0.52,0.6666666666666666,0.7631182795698925,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,node,True,0.5-1,,0.7482517482517482,0.5909090909090909,0.52,0.6842105263157895,0.7615053763440859,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,node,True,0.8-1,,0.7552447552447552,0.5977011494252874,0.52,0.7027027027027027,0.7607526881720429,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,node,False,,,0.7482517482517482,0.5909090909090909,0.52,0.6842105263157895,0.7611827956989248,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,node,False,0-1,,0.7482517482517482,0.5909090909090909,0.52,0.6842105263157895,0.7611827956989248,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,node,False,0.3-1,,0.7482517482517482,0.5909090909090909,0.52,0.6842105263157895,0.7611827956989248,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,node,False,0.5-1,,0.7482517482517482,0.5909090909090909,0.52,0.6842105263157895,0.7611827956989248,,,,,,,,
TCGA-KIRC,protein,vital_status,0.0001,node,False,0.8-1,,0.7482517482517482,0.5909090909090909,0.52,0.6842105263157895,0.7611827956989248,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,edge,True,,,0.6388888888888888,0.2641509433962264,0.2916666666666667,0.2413793103448276,0.5111607142857143,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,edge,True,0-1,,0.6388888888888888,0.2909090909090909,0.3333333333333333,0.2580645161290322,0.5064484126984128,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,edge,True,0.3-1,,0.6481481481481481,0.2962962962962963,0.3333333333333333,0.2666666666666666,0.5104166666666667,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,edge,True,0.5-1,,0.6388888888888888,0.2641509433962264,0.2916666666666667,0.2413793103448276,0.5124007936507937,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,edge,True,0.8-1,,0.6388888888888888,0.2641509433962264,0.2916666666666667,0.2413793103448276,0.5124007936507937,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,edge,False,,,0.6388888888888888,0.2641509433962264,0.2916666666666667,0.2413793103448276,0.5133928571428572,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,edge,False,0-1,,0.6388888888888888,0.2641509433962264,0.2916666666666667,0.2413793103448276,0.5133928571428572,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,edge,False,0.3-1,,0.6388888888888888,0.2641509433962264,0.2916666666666667,0.2413793103448276,0.5133928571428572,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,edge,False,0.5-1,,0.6388888888888888,0.2641509433962264,0.2916666666666667,0.2413793103448276,0.5133928571428572,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,edge,False,0.8-1,,0.6388888888888888,0.2641509433962264,0.2916666666666667,0.2413793103448276,0.5133928571428572,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,both,True,,,0.6296296296296297,0.2307692307692307,0.25,0.2142857142857142,0.5138888888888888,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,both,True,0-1,,0.6388888888888888,0.2909090909090909,0.3333333333333333,0.2580645161290322,0.5064484126984127,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,both,True,0.3-1,,0.6481481481481481,0.2962962962962963,0.3333333333333333,0.2666666666666666,0.5119047619047619,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,both,True,0.5-1,,0.6388888888888888,0.2641509433962264,0.2916666666666667,0.2413793103448276,0.5131448412698412,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,both,True,0.8-1,,0.6296296296296297,0.2307692307692307,0.25,0.2142857142857142,0.5138888888888888,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,both,False,,,0.6296296296296297,0.2307692307692307,0.25,0.2142857142857142,0.5141369047619048,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,both,False,0-1,,0.6296296296296297,0.2307692307692307,0.25,0.2142857142857142,0.5141369047619048,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,both,False,0.3-1,,0.6296296296296297,0.2307692307692307,0.25,0.2142857142857142,0.5141369047619048,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,both,False,0.5-1,,0.6296296296296297,0.2307692307692307,0.25,0.2142857142857142,0.5141369047619048,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,both,False,0.8-1,,0.6296296296296297,0.2307692307692307,0.25,0.2142857142857142,0.5141369047619048,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,node,True,,,0.7777777777777778,0.0,0.0,0.0,0.5034722222222222,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,node,True,0-1,,0.7685185185185185,0.074074074074074,0.0416666666666666,0.3333333333333333,0.5302579365079365,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,node,True,0.3-1,,0.7777777777777778,0.0,0.0,0.0,0.5396825396825397,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,node,True,0.5-1,,0.7777777777777778,0.0,0.0,0.0,0.5471230158730158,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,node,True,0.8-1,,0.7777777777777778,0.0,0.0,0.0,0.5505952380952381,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,node,False,,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,node,False,0-1,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,node,False,0.3-1,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,node,False,0.5-1,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.01,node,False,0.8-1,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,edge,True,,,0.6111111111111112,0.3,0.375,0.25,0.5101686507936508,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,edge,True,0-1,,0.6018518518518519,0.3174603174603174,0.4166666666666667,0.2564102564102564,0.535218253968254,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,edge,True,0.3-1,,0.6018518518518519,0.2950819672131147,0.375,0.2432432432432432,0.5168650793650793,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,edge,True,0.5-1,,0.6018518518518519,0.2950819672131147,0.375,0.2432432432432432,0.5153769841269842,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,edge,True,0.8-1,,0.6111111111111112,0.3,0.375,0.25,0.5109126984126984,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,edge,False,,,0.6111111111111112,0.3,0.375,0.25,0.5094246031746033,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,edge,False,0-1,,0.6111111111111112,0.3,0.375,0.25,0.5094246031746033,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,edge,False,0.3-1,,0.6111111111111112,0.3,0.375,0.25,0.5094246031746033,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,edge,False,0.5-1,,0.6111111111111112,0.3,0.375,0.25,0.5094246031746033,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,edge,False,0.8-1,,0.6111111111111112,0.3,0.375,0.25,0.5094246031746033,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,both,True,,,0.6203703703703703,0.3050847457627119,0.375,0.2571428571428571,0.5104166666666667,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,both,True,0-1,,0.6111111111111112,0.3225806451612903,0.4166666666666667,0.2631578947368421,0.5362103174603176,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,both,True,0.3-1,,0.5925925925925926,0.2666666666666666,0.3333333333333333,0.2222222222222222,0.5163690476190476,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,both,True,0.5-1,,0.6203703703703703,0.3050847457627119,0.375,0.2571428571428571,0.5158730158730158,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,both,True,0.8-1,,0.6203703703703703,0.3050847457627119,0.375,0.2571428571428571,0.5104166666666667,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,both,False,,,0.6203703703703703,0.3050847457627119,0.375,0.2571428571428571,0.5094246031746033,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,both,False,0-1,,0.6203703703703703,0.3050847457627119,0.375,0.2571428571428571,0.5094246031746033,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,both,False,0.3-1,,0.6203703703703703,0.3050847457627119,0.375,0.2571428571428571,0.5094246031746033,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,both,False,0.5-1,,0.6203703703703703,0.3050847457627119,0.375,0.2571428571428571,0.5094246031746033,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,both,False,0.8-1,,0.6203703703703703,0.3050847457627119,0.375,0.2571428571428571,0.5094246031746033,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,node,True,,,0.7777777777777778,0.0,0.0,0.0,0.5034722222222222,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,node,True,0-1,,0.7685185185185185,0.074074074074074,0.0416666666666666,0.3333333333333333,0.5302579365079365,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,node,True,0.3-1,,0.7777777777777778,0.0,0.0,0.0,0.5396825396825397,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,node,True,0.5-1,,0.7777777777777778,0.0,0.0,0.0,0.5471230158730158,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,node,True,0.8-1,,0.7777777777777778,0.0,0.0,0.0,0.5505952380952381,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,node,False,,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,node,False,0-1,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,node,False,0.3-1,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,node,False,0.5-1,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.001,node,False,0.8-1,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,edge,True,,,0.5833333333333334,0.3283582089552239,0.4583333333333333,0.2558139534883721,0.5684523809523809,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,edge,True,0-1,,0.5,0.325,0.5416666666666666,0.2321428571428571,0.5590277777777778,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,edge,True,0.3-1,,0.5648148148148148,0.3380281690140845,0.5,0.2553191489361702,0.5639880952380952,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,edge,True,0.5-1,,0.5648148148148148,0.3380281690140845,0.5,0.2553191489361702,0.568452380952381,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,edge,True,0.8-1,,0.5833333333333334,0.3283582089552239,0.4583333333333333,0.2558139534883721,0.5694444444444444,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,edge,False,,,0.5833333333333334,0.3283582089552239,0.4583333333333333,0.2558139534883721,0.5669642857142857,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,edge,False,0-1,,0.5833333333333334,0.3283582089552239,0.4583333333333333,0.2558139534883721,0.5669642857142857,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,edge,False,0.3-1,,0.5833333333333334,0.3283582089552239,0.4583333333333333,0.2558139534883721,0.5669642857142857,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,edge,False,0.5-1,,0.5833333333333334,0.3283582089552239,0.4583333333333333,0.2558139534883721,0.5669642857142857,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,edge,False,0.8-1,,0.5833333333333334,0.3283582089552239,0.4583333333333333,0.2558139534883721,0.5669642857142857,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,both,True,,,0.5833333333333334,0.3283582089552239,0.4583333333333333,0.2558139534883721,0.568452380952381,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,both,True,0-1,,0.4907407407407407,0.3037974683544304,0.5,0.2181818181818181,0.558531746031746,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,both,True,0.3-1,,0.5648148148148148,0.3380281690140845,0.5,0.2553191489361702,0.5654761904761905,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,both,True,0.5-1,,0.5740740740740741,0.3428571428571428,0.5,0.2608695652173913,0.5682043650793651,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,both,True,0.8-1,,0.5833333333333334,0.3283582089552239,0.4583333333333333,0.2558139534883721,0.568452380952381,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,both,False,,,0.5925925925925926,0.3333333333333333,0.4583333333333333,0.2619047619047619,0.5669642857142857,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,both,False,0-1,,0.5925925925925926,0.3333333333333333,0.4583333333333333,0.2619047619047619,0.5669642857142857,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,both,False,0.3-1,,0.5925925925925926,0.3333333333333333,0.4583333333333333,0.2619047619047619,0.5669642857142857,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,both,False,0.5-1,,0.5925925925925926,0.3333333333333333,0.4583333333333333,0.2619047619047619,0.5669642857142857,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,both,False,0.8-1,,0.5925925925925926,0.3333333333333333,0.4583333333333333,0.2619047619047619,0.5669642857142857,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,node,True,,,0.7777777777777778,0.0,0.0,0.0,0.5034722222222222,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,node,True,0-1,,0.7685185185185185,0.074074074074074,0.0416666666666666,0.3333333333333333,0.5302579365079365,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,node,True,0.3-1,,0.7777777777777778,0.0,0.0,0.0,0.5396825396825397,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,node,True,0.5-1,,0.7777777777777778,0.0,0.0,0.0,0.5471230158730158,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,node,True,0.8-1,,0.7777777777777778,0.0,0.0,0.0,0.5505952380952381,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,node,False,,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,node,False,0-1,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,node,False,0.3-1,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,node,False,0.5-1,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-COAD,protein,vital_status,0.0001,node,False,0.8-1,,0.7777777777777778,0.0,0.0,0.0,0.5562996031746031,,,,,,,,
TCGA-OV,protein,vital_status,0.01,edge,True,,,0.592,0.3544303797468354,0.28,0.4827586206896552,0.6342666666666666,,,,,,,,
TCGA-OV,protein,vital_status,0.01,edge,True,0-1,,0.6,0.358974358974359,0.28,0.5,0.6344000000000001,,,,,,,,
TCGA-OV,protein,vital_status,0.01,edge,True,0.3-1,,0.592,0.3544303797468354,0.28,0.4827586206896552,0.6410666666666667,,,,,,,,
TCGA-OV,protein,vital_status,0.01,edge,True,0.5-1,,0.592,0.3544303797468354,0.28,0.4827586206896552,0.64,,,,,,,,
TCGA-OV,protein,vital_status,0.01,edge,True,0.8-1,,0.592,0.3544303797468354,0.28,0.4827586206896552,0.6392,,,,,,,,
TCGA-OV,protein,vital_status,0.01,edge,False,,,0.6,0.358974358974359,0.28,0.5,0.6407999999999999,,,,,,,,
TCGA-OV,protein,vital_status,0.01,edge,False,0-1,,0.6,0.358974358974359,0.28,0.5,0.6407999999999999,,,,,,,,
TCGA-OV,protein,vital_status,0.01,edge,False,0.3-1,,0.6,0.358974358974359,0.28,0.5,0.6407999999999999,,,,,,,,
TCGA-OV,protein,vital_status,0.01,edge,False,0.5-1,,0.6,0.358974358974359,0.28,0.5,0.6407999999999999,,,,,,,,
TCGA-OV,protein,vital_status,0.01,edge,False,0.8-1,,0.6,0.358974358974359,0.28,0.5,0.6407999999999999,,,,,,,,
TCGA-OV,protein,vital_status,0.01,both,True,,,0.6,0.358974358974359,0.28,0.5,0.6397333333333334,,,,,,,,
TCGA-OV,protein,vital_status,0.01,both,True,0-1,,0.6,0.358974358974359,0.28,0.5,0.6352,,,,,,,,
TCGA-OV,protein,vital_status,0.01,both,True,0.3-1,,0.592,0.3544303797468354,0.28,0.4827586206896552,0.64,,,,,,,,
TCGA-OV,protein,vital_status,0.01,both,True,0.5-1,,0.592,0.3544303797468354,0.28,0.4827586206896552,0.6402666666666667,,,,,,,,
TCGA-OV,protein,vital_status,0.01,both,True,0.8-1,,0.6,0.358974358974359,0.28,0.5,0.6397333333333334,,,,,,,,
TCGA-OV,protein,vital_status,0.01,both,False,,,0.6,0.358974358974359,0.28,0.5,0.6397333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.01,both,False,0-1,,0.6,0.358974358974359,0.28,0.5,0.6397333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.01,both,False,0.3-1,,0.6,0.358974358974359,0.28,0.5,0.6397333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.01,both,False,0.5-1,,0.6,0.358974358974359,0.28,0.5,0.6397333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.01,both,False,0.8-1,,0.6,0.358974358974359,0.28,0.5,0.6397333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.01,node,True,,,0.592,0.0,0.0,0.0,0.6012,,,,,,,,
TCGA-OV,protein,vital_status,0.01,node,True,0-1,,0.616,0.1428571428571428,0.08,0.6666666666666666,0.6434666666666666,,,,,,,,
TCGA-OV,protein,vital_status,0.01,node,True,0.3-1,,0.608,0.0754716981132075,0.04,0.6666666666666666,0.6444,,,,,,,,
TCGA-OV,protein,vital_status,0.01,node,True,0.5-1,,0.6,0.0384615384615384,0.02,0.5,0.6445333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.01,node,True,0.8-1,,0.592,0.0,0.0,0.0,0.6462666666666667,,,,,,,,
TCGA-OV,protein,vital_status,0.01,node,False,,,0.592,0.0,0.0,0.0,0.6469333333333334,,,,,,,,
TCGA-OV,protein,vital_status,0.01,node,False,0-1,,0.592,0.0,0.0,0.0,0.6469333333333334,,,,,,,,
TCGA-OV,protein,vital_status,0.01,node,False,0.3-1,,0.592,0.0,0.0,0.0,0.6469333333333334,,,,,,,,
TCGA-OV,protein,vital_status,0.01,node,False,0.5-1,,0.592,0.0,0.0,0.0,0.6469333333333334,,,,,,,,
TCGA-OV,protein,vital_status,0.01,node,False,0.8-1,,0.592,0.0,0.0,0.0,0.6469333333333334,,,,,,,,
TCGA-OV,protein,vital_status,0.001,edge,True,,,0.6,0.3902439024390244,0.32,0.5,0.6341333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.001,edge,True,0-1,,0.592,0.3703703703703703,0.3,0.4838709677419355,0.6386666666666666,,,,,,,,
TCGA-OV,protein,vital_status,0.001,edge,True,0.3-1,,0.608,0.3950617283950617,0.32,0.5161290322580645,0.6352,,,,,,,,
TCGA-OV,protein,vital_status,0.001,edge,True,0.5-1,,0.608,0.3950617283950617,0.32,0.5161290322580645,0.6344,,,,,,,,
TCGA-OV,protein,vital_status,0.001,edge,True,0.8-1,,0.6,0.3902439024390244,0.32,0.5,0.6338666666666667,,,,,,,,
TCGA-OV,protein,vital_status,0.001,edge,False,,,0.6,0.3902439024390244,0.32,0.5,0.6333333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.001,edge,False,0-1,,0.6,0.3902439024390244,0.32,0.5,0.6333333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.001,edge,False,0.3-1,,0.6,0.3902439024390244,0.32,0.5,0.6333333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.001,edge,False,0.5-1,,0.6,0.3902439024390244,0.32,0.5,0.6333333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.001,edge,False,0.8-1,,0.6,0.3902439024390244,0.32,0.5,0.6333333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.001,both,True,,,0.608,0.3950617283950617,0.32,0.5161290322580645,0.6352,,,,,,,,
TCGA-OV,protein,vital_status,0.001,both,True,0-1,,0.6,0.375,0.3,0.5,0.6381333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.001,both,True,0.3-1,,0.6,0.375,0.3,0.5,0.6354666666666666,,,,,,,,
TCGA-OV,protein,vital_status,0.001,both,True,0.5-1,,0.608,0.3950617283950617,0.32,0.5161290322580645,0.6344,,,,,,,,
TCGA-OV,protein,vital_status,0.001,both,True,0.8-1,,0.608,0.3950617283950617,0.32,0.5161290322580645,0.6352,,,,,,,,
TCGA-OV,protein,vital_status,0.001,both,False,,,0.6,0.3902439024390244,0.32,0.5,0.6344,,,,,,,,
TCGA-OV,protein,vital_status,0.001,both,False,0-1,,0.6,0.3902439024390244,0.32,0.5,0.6344,,,,,,,,
TCGA-OV,protein,vital_status,0.001,both,False,0.3-1,,0.6,0.3902439024390244,0.32,0.5,0.6344,,,,,,,,
TCGA-OV,protein,vital_status,0.001,both,False,0.5-1,,0.6,0.3902439024390244,0.32,0.5,0.6344,,,,,,,,
TCGA-OV,protein,vital_status,0.001,both,False,0.8-1,,0.6,0.3902439024390244,0.32,0.5,0.6344,,,,,,,,
TCGA-OV,protein,vital_status,0.001,node,True,,,0.592,0.0,0.0,0.0,0.6012,,,,,,,,
TCGA-OV,protein,vital_status,0.001,node,True,0-1,,0.616,0.1428571428571428,0.08,0.6666666666666666,0.6434666666666666,,,,,,,,
TCGA-OV,protein,vital_status,0.001,node,True,0.3-1,,0.608,0.0754716981132075,0.04,0.6666666666666666,0.6444,,,,,,,,
TCGA-OV,protein,vital_status,0.001,node,True,0.5-1,,0.6,0.0384615384615384,0.02,0.5,0.6445333333333333,,,,,,,,
TCGA-OV,protein,vital_status,0.001,node,True,0.8-1,,0.592,0.0,0.0,0.0,0.6462666666666667,,,,,,,,
TCGA-OV,protein,vital_status,0.001,node,False,,,0.592,0.0,0.0,0.0,0.6469333333333334,,,,,,,,
TCGA-OV,protein,vital_status,0.001,node,False,0-1,,0.592,0.0,0.0,0.0,0.6469333333333334,,,,,,,,
TCGA-OV,protein,vital_status,0.001,node,False,0.3-1,,0.592,0.0,0.0,0.0,0.6469333333333334,,,,,,,,
TCGA-OV,protein,vital_status,0.001,node,False,0.5-1,,0.592,0.0,0.0,0.0,0.6469333333333334,,,,,,,,
TCGA-OV,protein,vital_status,0.001,node,False,0.8-1,,0.592,0.0,0.0,0.0,0.6469333333333334,,,,,,,,
TCGA-OV,protein,vital_status,0.0001,edge,True,,,0.608,0.4235294117647059,0.36,0.5142857142857142,0.648,,,,,,,,
TCGA-OV,protein,vital_status,0.0001,edge,True,0-1,,0.624,0.4470588235294118,0.38,0.5428571428571428,0.6477333333333334,,,,,,,,
TCGA-OV,protein,vital_status,0.0001,edge,True,0.3-1,,0.608,0.4235294117647059,0.36,0.5142857142857142,0.6494666666666667,,,,,,,,
TCGA-OV,protein,vital_status,0.0001,edge,True,0.5-1,,0.6,0.4186046511627907,0.36,0.5,0.6490666666666667,,,,,,,,
TCGA-OV,protein,vital_status,0.0001,edge,True,0.8-1,,0.608,0.4235294117647059,0.36,0.5142857142857142,0.6482666666666667,,,,,,,,
TCGA-OV,protein,vital_status,0.0001,edge,False,,,0.608,0.4235294117647059,0.36,0.5142857142857142,0.6488,,,,,,,,
TCGA-OV,protein,vital_status,0.0001,edge,False,0-1,,0.608,0.4235294117647059,0.36,0.5142857142857142,0.6488,,,,,,,,
