project,layer,target,pvalue,classification_type,weighted,minmax,dge_filtering,accuracy,accuracy_std,f1_score,f1_score_std,recall,recall_std,precision,precision_std,auc,auc_std,auc_ovo,auc_ovo_std,auc_ovr,auc_ovr_std,f1_score_micro,f1_score_micro_std,recall_micro,recall_micro_std,precision_micro,precision_micro_std,f1_score_weighted,f1_score_weighted_std,recall_weighted,recall_weighted_std,precision_weighted,precision_weighted_std
TCGA-COAD,mrna,primary_diagnosis,0.0001,both,False,N/A,1000.0,0.7803379416282642,0.047707057947331356,0.5050445244410762,0.07894038492528399,0.7777777777777778,0.13608276348795434,0.37638040113070403,0.06342265401147965,0.8636074229365635,0.07646687033691617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,both,True,0-1,1000.0,0.7708141321044547,0.05161838899966748,0.48662087912087915,0.09340596719247102,0.7555555555555555,0.16480441082434807,0.36156837105551604,0.0732203599854957,0.8574268188523954,0.07486244459929614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,both,True,0.3-1,1000.0,0.777163338453661,0.04437052755976271,0.5009065934065934,0.07156023895839529,0.7777777777777778,0.13608276348795434,0.3720946868449897,0.057667047436963395,0.8615498097678392,0.07751944163013413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,both,True,0.5-1,1000.0,0.777163338453661,0.04437052755976271,0.5009065934065934,0.07156023895839529,0.7777777777777778,0.13608276348795434,0.3720946868449897,0.057667047436963395,0.8636151875145586,0.07710611040777338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,both,True,0.8-1,1000.0,0.7803379416282642,0.047707057947331356,0.5050445244410762,0.07894038492528399,0.7777777777777778,0.13608276348795434,0.37638040113070403,0.06342265401147965,0.8636074229365635,0.07646687033691617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,both,True,N/A,1000.0,0.7803379416282642,0.047707057947331356,0.5050445244410762,0.07894038492528399,0.7777777777777778,0.13608276348795434,0.37638040113070403,0.06342265401147965,0.8636074229365635,0.07646687033691617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,edge,False,0-1,1000.0,0.7803379416282642,0.047707057947331356,0.5050445244410762,0.07894038492528399,0.7777777777777778,0.13608276348795434,0.37638040113070403,0.06342265401147965,0.8660765587390327,0.07743138834744882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,edge,False,0.3-1,1000.0,0.7803379416282642,0.047707057947331356,0.5050445244410762,0.07894038492528399,0.7777777777777778,0.13608276348795434,0.37638040113070403,0.06342265401147965,0.8660765587390327,0.07743138834744882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,edge,False,0.5-1,1000.0,0.7803379416282642,0.047707057947331356,0.5050445244410762,0.07894038492528399,0.7777777777777778,0.13608276348795434,0.37638040113070403,0.06342265401147965,0.8660765587390327,0.07743138834744882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,edge,False,0.8-1,1000.0,0.7803379416282642,0.047707057947331356,0.5050445244410762,0.07894038492528399,0.7777777777777778,0.13608276348795434,0.37638040113070403,0.06342265401147965,0.8660765587390327,0.07743138834744882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,edge,False,N/A,1000.0,0.7803379416282642,0.047707057947331356,0.5050445244410762,0.07894038492528399,0.7777777777777778,0.13608276348795434,0.37638040113070403,0.06342265401147965,0.8660765587390327,0.07743138834744882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,edge,True,0-1,1000.0,0.7708141321044547,0.05161838899966748,0.48662087912087915,0.09340596719247102,0.7555555555555555,0.16480441082434807,0.36156837105551604,0.0732203599854957,0.8578305769081449,0.0772195381880085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,edge,True,0.3-1,1000.0,0.777163338453661,0.04437052755976271,0.5009065934065934,0.07156023895839529,0.7777777777777778,0.13608276348795434,0.3720946868449897,0.057667047436963395,0.8635996583585681,0.0762681656567133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,edge,True,0.5-1,1000.0,0.777163338453661,0.04437052755976271,0.5009065934065934,0.07156023895839529,0.7777777777777778,0.13608276348795434,0.3720946868449897,0.057667047436963395,0.8656650361052878,0.077298861998849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,edge,True,0.8-1,1000.0,0.7803379416282642,0.047707057947331356,0.5050445244410762,0.07894038492528399,0.7777777777777778,0.13608276348795434,0.37638040113070403,0.06342265401147965,0.8652535134715429,0.07807698901994845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,edge,True,N/A,1000.0,0.7803379416282642,0.047707057947331356,0.5050445244410762,0.07894038492528399,0.7777777777777778,0.13608276348795434,0.37638040113070403,0.06342265401147965,0.8648497554157931,0.07378395263215404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,node,False,0-1,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.5454460750058234,0.11869273666486692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,node,False,0.3-1,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.5454460750058234,0.11869273666486692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,node,False,0.5-1,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.5454460750058234,0.11869273666486692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,node,False,0.8-1,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.5454460750058234,0.11869273666486692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,node,False,N/A,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.5454460750058234,0.11869273666486692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,node,True,0-1,1000.0,0.3665130568356374,0.3018669643610767,0.2800839160839161,0.03247969079964901,0.8222222222222222,0.3388433484883757,0.2277461947551806,0.15368637234107346,0.589335352123612,0.0772502914158625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,node,True,0.3-1,1000.0,0.2798259088581668,0.30498504596032927,0.23147345612134346,0.04342175815015596,0.8222222222222222,0.39752319599996266,0.1647465437788018,0.04766857342298897,0.6324054662629086,0.1352456862314634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,node,True,0.5-1,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.7458420684835779,0.15582682484016255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,node,True,0.8-1,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.6756813417190776,0.09212548331871147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.0001,node,True,N/A,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,both,False,0-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.867303362062272,0.08216088948566376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,both,False,0.3-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.867303362062272,0.08216088948566376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,both,False,0.5-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.867303362062272,0.08216088948566376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,both,False,0.8-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.867303362062272,0.08216088948566376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,both,False,N/A,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.867303362062272,0.08216088948566376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,both,True,0-1,1000.0,0.7835125448028674,0.04245150030379218,0.4992376461341978,0.09213757224716623,0.7555555555555555,0.16480441082434807,0.3745751633986928,0.06853650992876924,0.861130522556099,0.07864123804860458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,both,True,0.3-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8660765587390327,0.07942870404248953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,both,True,0.5-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8664880813727773,0.0805860942712992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,both,True,0.8-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8668996040065222,0.08082592185922242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,both,True,N/A,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8668996040065222,0.08082592185922242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,edge,False,0-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8697724978647411,0.08149270286949978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,edge,False,0.3-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8697724978647411,0.08149270286949978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,edge,False,0.5-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8697724978647411,0.08149270286949978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,edge,False,0.8-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8697724978647411,0.08149270286949978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,edge,False,N/A,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8697724978647411,0.08149270286949978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,edge,True,0-1,1000.0,0.7835125448028674,0.04245150030379218,0.4992376461341978,0.09213757224716623,0.7555555555555555,0.16480441082434807,0.3745751633986928,0.06853650992876924,0.8627766130910786,0.07829541594717182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,edge,True,0.3-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8664803167947822,0.08033206651943117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,edge,True,0.5-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8681264073297618,0.08152176183457736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,edge,True,0.8-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8693609752309962,0.08226971155145628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,edge,True,N/A,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8726803323239383,0.07509403109696598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,node,False,0-1,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.5454460750058234,0.11869273666486692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,node,False,0.3-1,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.5454460750058234,0.11869273666486692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,node,False,0.5-1,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.5454460750058234,0.11869273666486692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,node,False,0.8-1,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.5454460750058234,0.11869273666486692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,node,False,N/A,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.5454460750058234,0.11869273666486692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,node,True,0-1,1000.0,0.3665130568356374,0.3018669643610767,0.2800839160839161,0.03247969079964901,0.8222222222222222,0.3388433484883757,0.2277461947551806,0.15368637234107346,0.589335352123612,0.0772502914158625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,node,True,0.3-1,1000.0,0.2798259088581668,0.30498504596032927,0.23147345612134346,0.04342175815015596,0.8222222222222222,0.39752319599996266,0.1647465437788018,0.04766857342298897,0.6324054662629086,0.1352456862314634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,node,True,0.5-1,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.7458420684835779,0.15582682484016255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,node,True,0.8-1,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.6756813417190776,0.09212548331871147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.001,node,True,N/A,1000.0,0.28300051203277005,0.31208363733948336,0.234037558685446,0.03769232386874517,0.8222222222222222,0.39752319599996266,0.18141321044546846,0.08493179100679382,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,both,False,0-1,1000.0,0.8026113671274961,0.04677048697931182,0.5231559604812979,0.10341693486653908,0.7555555555555555,0.16480441082434807,0.40203781512605036,0.0804873992351168,0.8710148303439708,0.08608750046169089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,both,False,0.3-1,1000.0,0.8026113671274961,0.04677048697931182,0.5231559604812979,0.10341693486653908,0.7555555555555555,0.16480441082434807,0.40203781512605036,0.0804873992351168,0.8710148303439708,0.08608750046169089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,both,False,0.5-1,1000.0,0.8026113671274961,0.04677048697931182,0.5231559604812979,0.10341693486653908,0.7555555555555555,0.16480441082434807,0.40203781512605036,0.0804873992351168,0.8710148303439708,0.08608750046169089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,both,False,0.8-1,1000.0,0.8026113671274961,0.04677048697931182,0.5231559604812979,0.10341693486653908,0.7555555555555555,0.16480441082434807,0.40203781512605036,0.0804873992351168,0.8710148303439708,0.08608750046169089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,both,False,N/A,1000.0,0.8026113671274961,0.04677048697931182,0.5231559604812979,0.10341693486653908,0.7555555555555555,0.16480441082434807,0.40203781512605036,0.0804873992351168,0.8710148303439708,0.08608750046169089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,both,True,0-1,1000.0,0.7962621607782898,0.04774221665075893,0.5155450528703902,0.10046593421663964,0.7555555555555555,0.16480441082434807,0.3935066833751044,0.07886601805036374,0.8660765587390327,0.07942870404248953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,both,True,0.3-1,1000.0,0.799436763952893,0.05183544724157414,0.520306957632295,0.10827004544988113,0.7555555555555555,0.16480441082434807,0.3987698412698412,0.08610064123315746,0.8685456945415015,0.08235856805018626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,both,True,0.5-1,1000.0,0.799436763952893,0.05183544724157414,0.520306957632295,0.10827004544988113,0.7555555555555555,0.16480441082434807,0.3987698412698412,0.08610064123315746,0.8697724978647411,0.08451486613194939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,both,True,0.8-1,1000.0,0.8026113671274961,0.04677048697931182,0.5231559604812979,0.10341693486653908,0.7555555555555555,0.16480441082434807,0.40203781512605036,0.0804873992351168,0.8705955431322308,0.08627713394550925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,both,True,N/A,1000.0,0.8026113671274961,0.04677048697931182,0.5231559604812979,0.10341693486653908,0.7555555555555555,0.16480441082434807,0.40203781512605036,0.0804873992351168,0.8705955431322308,0.08627713394550925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,edge,False,0-1,1000.0,0.8026113671274961,0.04677048697931182,0.5231559604812979,0.10341693486653908,0.7555555555555555,0.16480441082434807,0.40203781512605036,0.0804873992351168,0.8726453917229599,0.08316935305583055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,edge,False,0.3-1,1000.0,0.8026113671274961,0.04677048697931182,0.5231559604812979,0.10341693486653908,0.7555555555555555,0.16480441082434807,0.40203781512605036,0.0804873992351168,0.8726453917229599,0.08316935305583055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,edge,False,0.5-1,1000.0,0.8026113671274961,0.04677048697931182,0.5231559604812979,0.10341693486653908,0.7555555555555555,0.16480441082434807,0.40203781512605036,0.0804873992351168,0.8726453917229599,0.08316935305583055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,edge,False,0.8-1,1000.0,0.8026113671274961,0.04677048697931182,0.5231559604812979,0.10341693486653908,0.7555555555555555,0.16480441082434807,0.40203781512605036,0.0804873992351168,0.8726453917229599,0.08316935305583055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-COAD,mrna,primary_diagnosis,0.01,edge,False,N/A,1000.0,0.8026113671274961,0.04677048697931182,0.5231559604812979,0.10341693486653908,0.7555555555555555,0.16480441082434807,0.40203781512605036,0.0804873992351168,0.8726453917229599,0.08316935305583055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
